sensor_id,zone,type,reading,unit,state,assessment,timestamp
KAGGLE-00755-T,Kaggle- blackgram  -755,TEMPERATURE,34.0,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00756-M,Kaggle- blackgram  -756,MOISTURE,0.108,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00756-T,Kaggle- blackgram  -756,TEMPERATURE,30.1,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00756-P,Kaggle- blackgram  -756,PH,6.58,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00758-M,Kaggle- blackgram  -758,MOISTURE,0.18,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00757-P,Kaggle- blackgram  -757,PH,7.5,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00757-T,Kaggle- blackgram  -757,TEMPERATURE,29.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00757-M,Kaggle- blackgram  -757,MOISTURE,0.101,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00759-T,Kaggle- blackgram  -759,TEMPERATURE,31.4,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00761-M,Kaggle- blackgram  -761,MOISTURE,0.183,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00758-P,Kaggle- blackgram  -758,PH,7.78,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00758-T,Kaggle- blackgram  -758,TEMPERATURE,27.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00759-M,Kaggle- blackgram  -759,MOISTURE,0.23,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00760-P,Kaggle- blackgram  -760,PH,7.58,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00760-T,Kaggle- blackgram  -760,TEMPERATURE,31.5,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00760-M,Kaggle- blackgram  -760,MOISTURE,0.278,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00759-P,Kaggle- blackgram  -759,PH,7.32,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00762-M,Kaggle- blackgram  -762,MOISTURE,0.263,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00761-P,Kaggle- blackgram  -761,PH,7.11,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00761-T,Kaggle- blackgram  -761,TEMPERATURE,29.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00763-M,Kaggle- blackgram  -763,MOISTURE,0.229,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00762-P,Kaggle- blackgram  -762,PH,7.36,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00762-T,Kaggle- blackgram  -762,TEMPERATURE,29.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00763-P,Kaggle- blackgram  -763,PH,7.41,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00763-T,Kaggle- blackgram  -763,TEMPERATURE,28.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00764-M,Kaggle- blackgram  -764,MOISTURE,0.201,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00764-T,Kaggle- blackgram  -764,TEMPERATURE,28.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00765-M,Kaggle- blackgram  -765,MOISTURE,0.292,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00764-P,Kaggle- blackgram  -764,PH,6.5,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00766-M,Kaggle- blackgram  -766,MOISTURE,0.237,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00765-P,Kaggle- blackgram  -765,PH,7.17,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00765-T,Kaggle- blackgram  -765,TEMPERATURE,30.6,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00766-T,Kaggle- blackgram  -766,TEMPERATURE,25.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00766-P,Kaggle- blackgram  -766,PH,7.26,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00767-M,Kaggle- blackgram  -767,MOISTURE,0.298,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00767-T,Kaggle- blackgram  -767,TEMPERATURE,33.0,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00768-M,Kaggle- blackgram  -768,MOISTURE,0.173,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00767-P,Kaggle- blackgram  -767,PH,7.59,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00770-M,Kaggle- blackgram  -770,MOISTURE,0.111,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00769-P,Kaggle- blackgram  -769,PH,7.25,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00769-T,Kaggle- blackgram  -769,TEMPERATURE,32.8,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00769-M,Kaggle- blackgram  -769,MOISTURE,0.251,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00768-P,Kaggle- blackgram  -768,PH,7.53,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00768-T,Kaggle- blackgram  -768,TEMPERATURE,33.7,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00771-P,Kaggle- blackgram  -771,PH,7.12,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00771-T,Kaggle- blackgram  -771,TEMPERATURE,25.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00771-M,Kaggle- blackgram  -771,MOISTURE,0.21,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00770-P,Kaggle- blackgram  -770,PH,6.51,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00770-T,Kaggle- blackgram  -770,TEMPERATURE,27.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00773-M,Kaggle- blackgram  -773,MOISTURE,0.215,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00772-P,Kaggle- blackgram  -772,PH,7.57,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00772-T,Kaggle- blackgram  -772,TEMPERATURE,30.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00772-M,Kaggle- blackgram  -772,MOISTURE,0.221,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00774-M,Kaggle- blackgram  -774,MOISTURE,0.237,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00773-P,Kaggle- blackgram  -773,PH,7.35,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00773-T,Kaggle- blackgram  -773,TEMPERATURE,28.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00774-T,Kaggle- blackgram  -774,TEMPERATURE,28.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00776-M,Kaggle- blackgram  -776,MOISTURE,0.167,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00775-P,Kaggle- blackgram  -775,PH,7.03,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00775-T,Kaggle- blackgram  -775,TEMPERATURE,28.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00775-M,Kaggle- blackgram  -775,MOISTURE,0.155,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00774-P,Kaggle- blackgram  -774,PH,7.51,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00778-M,Kaggle- blackgram  -778,MOISTURE,0.267,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00777-P,Kaggle- blackgram  -777,PH,7.16,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00777-T,Kaggle- blackgram  -777,TEMPERATURE,32.8,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00777-M,Kaggle- blackgram  -777,MOISTURE,0.233,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00776-P,Kaggle- blackgram  -776,PH,6.8,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00776-T,Kaggle- blackgram  -776,TEMPERATURE,26.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00780-M,Kaggle- blackgram  -780,MOISTURE,0.258,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00779-P,Kaggle- blackgram  -779,PH,6.62,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00779-T,Kaggle- blackgram  -779,TEMPERATURE,29.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00779-M,Kaggle- blackgram  -779,MOISTURE,0.19,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00778-P,Kaggle- blackgram  -778,PH,7.34,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00781-M,Kaggle- blackgram  -781,MOISTURE,0.202,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00782-M,Kaggle- blackgram  -782,MOISTURE,0.18,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00784-M,Kaggle- blackgram  -784,MOISTURE,0.133,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00781-P,Kaggle- blackgram  -781,PH,7.73,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00781-T,Kaggle- blackgram  -781,TEMPERATURE,34.1,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00783-T,Kaggle- blackgram  -783,TEMPERATURE,28.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00780-P,Kaggle- blackgram  -780,PH,6.66,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00780-T,Kaggle- blackgram  -780,TEMPERATURE,27.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00783-P,Kaggle- blackgram  -783,PH,6.6,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00778-T,Kaggle- blackgram  -778,TEMPERATURE,26.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00783-M,Kaggle- blackgram  -783,MOISTURE,0.266,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00782-P,Kaggle- blackgram  -782,PH,7.4,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00782-T,Kaggle- blackgram  -782,TEMPERATURE,30.9,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00784-T,Kaggle- blackgram  -784,TEMPERATURE,27.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00785-M,Kaggle- blackgram  -785,MOISTURE,0.226,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00784-P,Kaggle- blackgram  -784,PH,7.04,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00785-T,Kaggle- blackgram  -785,TEMPERATURE,28.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00785-P,Kaggle- blackgram  -785,PH,7.35,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00786-T,Kaggle- blackgram  -786,TEMPERATURE,26.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00786-M,Kaggle- blackgram  -786,MOISTURE,0.215,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00787-P,Kaggle- blackgram  -787,PH,6.81,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00787-T,Kaggle- blackgram  -787,TEMPERATURE,32.8,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00787-M,Kaggle- blackgram  -787,MOISTURE,0.113,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00786-P,Kaggle- blackgram  -786,PH,7.03,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00788-T,Kaggle- blackgram  -788,TEMPERATURE,29.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00788-M,Kaggle- blackgram  -788,MOISTURE,0.146,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00789-P,Kaggle- blackgram  -789,PH,6.85,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00789-T,Kaggle- blackgram  -789,TEMPERATURE,33.5,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00789-M,Kaggle- blackgram  -789,MOISTURE,0.256,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00788-P,Kaggle- blackgram  -788,PH,7.42,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00790-T,Kaggle- blackgram  -790,TEMPERATURE,31.9,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00790-M,Kaggle- blackgram  -790,MOISTURE,0.104,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00791-T,Kaggle- blackgram  -791,TEMPERATURE,30.3,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00791-M,Kaggle- blackgram  -791,MOISTURE,0.28,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00790-P,Kaggle- blackgram  -790,PH,7.19,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00791-P,Kaggle- blackgram  -791,PH,7.01,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00792-M,Kaggle- blackgram  -792,MOISTURE,0.273,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00793-M,Kaggle- blackgram  -793,MOISTURE,0.225,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00792-P,Kaggle- blackgram  -792,PH,7.37,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00792-T,Kaggle- blackgram  -792,TEMPERATURE,28.5,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00794-M,Kaggle- blackgram  -794,MOISTURE,0.134,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00793-P,Kaggle- blackgram  -793,PH,7.26,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00793-T,Kaggle- blackgram  -793,TEMPERATURE,30.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00794-T,Kaggle- blackgram  -794,TEMPERATURE,31.7,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00795-M,Kaggle- blackgram  -795,MOISTURE,0.126,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00794-P,Kaggle- blackgram  -794,PH,6.53,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00796-P,Kaggle- blackgram  -796,PH,6.87,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00796-T,Kaggle- blackgram  -796,TEMPERATURE,33.4,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00796-M,Kaggle- blackgram  -796,MOISTURE,0.279,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00795-P,Kaggle- blackgram  -795,PH,6.87,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00795-T,Kaggle- blackgram  -795,TEMPERATURE,30.3,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00798-P,Kaggle- blackgram  -798,PH,6.78,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00798-T,Kaggle- blackgram  -798,TEMPERATURE,27.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00798-M,Kaggle- blackgram  -798,MOISTURE,0.229,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00797-P,Kaggle- blackgram  -797,PH,7.76,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00797-T,Kaggle- blackgram  -797,TEMPERATURE,31.4,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00797-M,Kaggle- blackgram  -797,MOISTURE,0.219,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00800-P,Kaggle- blackgram  -800,PH,7.45,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00800-T,Kaggle- blackgram  -800,TEMPERATURE,32.7,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00800-M,Kaggle- blackgram  -800,MOISTURE,0.175,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00799-P,Kaggle- blackgram  -799,PH,7.33,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00799-T,Kaggle- blackgram  -799,TEMPERATURE,32.6,C,WARNING,WARM — monitor crop stress,2026-05-20
KAGGLE-00799-M,Kaggle- blackgram  -799,MOISTURE,0.281,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00802-P,Kaggle- lentil     -802,PH,7.73,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00802-T,Kaggle- lentil     -802,TEMPERATURE,19.4,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00802-M,Kaggle- lentil     -802,MOISTURE,0.184,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00801-P,Kaggle- lentil     -801,PH,7.6,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00801-T,Kaggle- lentil     -801,TEMPERATURE,28.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00801-M,Kaggle- lentil     -801,MOISTURE,0.193,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00803-T,Kaggle- lentil     -803,TEMPERATURE,29.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00803-M,Kaggle- lentil     -803,MOISTURE,0.25,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00803-P,Kaggle- lentil     -803,PH,7.49,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00804-M,Kaggle- lentil     -804,MOISTURE,0.232,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00805-M,Kaggle- lentil     -805,MOISTURE,0.145,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00804-P,Kaggle- lentil     -804,PH,6.63,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00804-T,Kaggle- lentil     -804,TEMPERATURE,21.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00806-M,Kaggle- lentil     -806,MOISTURE,0.168,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00806-T,Kaggle- lentil     -806,TEMPERATURE,22.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00807-M,Kaggle- lentil     -807,MOISTURE,0.179,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00805-T,Kaggle- lentil     -805,TEMPERATURE,26.3,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00807-P,Kaggle- lentil     -807,PH,7.84,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00807-T,Kaggle- lentil     -807,TEMPERATURE,26.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00806-P,Kaggle- lentil     -806,PH,6.41,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00805-P,Kaggle- lentil     -805,PH,7.32,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00808-M,Kaggle- lentil     -808,MOISTURE,0.102,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00808-P,Kaggle- lentil     -808,PH,6.14,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00808-T,Kaggle- lentil     -808,TEMPERATURE,26.6,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00810-M,Kaggle- lentil     -810,MOISTURE,0.21,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00809-P,Kaggle- lentil     -809,PH,6.59,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00809-T,Kaggle- lentil     -809,TEMPERATURE,19.1,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00809-M,Kaggle- lentil     -809,MOISTURE,0.263,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00811-P,Kaggle- lentil     -811,PH,6.06,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00811-T,Kaggle- lentil     -811,TEMPERATURE,25.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00811-M,Kaggle- lentil     -811,MOISTURE,0.207,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00810-P,Kaggle- lentil     -810,PH,7.29,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00810-T,Kaggle- lentil     -810,TEMPERATURE,28.8,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00812-P,Kaggle- lentil     -812,PH,6.66,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00812-T,Kaggle- lentil     -812,TEMPERATURE,23.9,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00812-M,Kaggle- lentil     -812,MOISTURE,0.287,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00814-P,Kaggle- lentil     -814,PH,7.82,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00814-T,Kaggle- lentil     -814,TEMPERATURE,28.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00814-M,Kaggle- lentil     -814,MOISTURE,0.135,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00813-P,Kaggle- lentil     -813,PH,7.3,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00813-T,Kaggle- lentil     -813,TEMPERATURE,28.7,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00813-M,Kaggle- lentil     -813,MOISTURE,0.127,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00816-P,Kaggle- lentil     -816,PH,6.4,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00816-T,Kaggle- lentil     -816,TEMPERATURE,21.1,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00816-M,Kaggle- lentil     -816,MOISTURE,0.185,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00815-P,Kaggle- lentil     -815,PH,5.93,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
KAGGLE-00815-T,Kaggle- lentil     -815,TEMPERATURE,21.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00815-M,Kaggle- lentil     -815,MOISTURE,0.137,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00819-M,Kaggle- lentil     -819,MOISTURE,0.29,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00818-T,Kaggle- lentil     -818,TEMPERATURE,25.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00818-P,Kaggle- lentil     -818,PH,7.72,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00818-M,Kaggle- lentil     -818,MOISTURE,0.22,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00817-P,Kaggle- lentil     -817,PH,7.4,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00817-T,Kaggle- lentil     -817,TEMPERATURE,24.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00817-M,Kaggle- lentil     -817,MOISTURE,0.169,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00821-M,Kaggle- lentil     -821,MOISTURE,0.128,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00820-P,Kaggle- lentil     -820,PH,6.89,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00820-T,Kaggle- lentil     -820,TEMPERATURE,20.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00820-M,Kaggle- lentil     -820,MOISTURE,0.279,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00819-P,Kaggle- lentil     -819,PH,7.48,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00819-T,Kaggle- lentil     -819,TEMPERATURE,29.0,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00821-T,Kaggle- lentil     -821,TEMPERATURE,29.2,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00821-P,Kaggle- lentil     -821,PH,7.44,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00822-M,Kaggle- lentil     -822,MOISTURE,0.152,VWC,ALERT,CRITICAL DRY — irrigate immediately,2026-05-20
KAGGLE-00822-T,Kaggle- lentil     -822,TEMPERATURE,18.3,C,WARNING,COOL — suboptimal for crops,2026-05-20
KAGGLE-00822-P,Kaggle- lentil     -822,PH,7.63,pH,ALERT,HIGHLY ALKALINE — soil amendment required,2026-05-20
KAGGLE-00823-M,Kaggle- lentil     -823,MOISTURE,0.262,VWC,WARNING,DRY — schedule irrigation within 24hrs,2026-05-20
KAGGLE-00823-T,Kaggle- lentil     -823,TEMPERATURE,27.4,C,NORMAL,OPTIMAL — ideal temperature,2026-05-20
KAGGLE-00823-P,Kaggle- lentil     -823,PH,7.34,pH,WARNING,ALKALINE — nutrient availability reduced,2026-05-20
KAGGLE-00824-P,Kaggle- lentil     -824,PH,6.75,pH,NORMAL,OPTIMAL — ideal for crops,2026-05-20
